Date,Open,High,Low,Close,Adj Close,Volume
2020-01-20,566.38,566.38,563.0,563.0,563.0,0
2020-01-21,563.0,566.33,562.84,563.0,563.0,0
2020-01-22,563.0,569.83,561.99,561.5,561.5,0
2020-01-23,564.75,571.32,562.42,563.0,563.0,0
2020-01-24,567.09,571.59,563.91,567.18,567.18,0
2020-01-27,570.26,571.59,563.91,563.0,563.0,0
2020-01-28,565.5,571.97,564.66,563.0,563.0,0
2020-01-29,565.5,571.72,564.5,563.0,563.0,0
2020-01-30,565.5,572.04,564.92,564.0,564.0,0
2020-01-31,566.0,572.7,564.86,567.05,567.05,0
2020-02-03,570.13,575.34,563.91,566.35,566.35,0
2020-02-04,566.5,574.53,565.65,565.0,565.0,0
2020-02-05,566.5,577.15,563.91,569.0,569.0,0
2020-02-06,572.51,576.35,571.66,571.0,571.0,0
2020-02-07,573.51,577.27,572.0,571.0,571.0,0
2020-02-10,573.51,576.03,570.66,570.0,570.0,0
2020-02-11,571.66,574.17,568.15,567.5,567.5,0
2020-02-12,569.0,573.35,566.58,566.0,566.0,0
2020-02-13,569.78,573.58,565.91,566.77,566.77,0
2020-02-14,566.75,569.89,564.41,562.5,562.5,0
2020-02-17,568.67,569.3,565.0,562.5,562.5,0
2020-02-18,565.75,570.79,564.41,564.0,564.0,0
2020-02-19,567.5,570.66,565.64,564.0,564.0,0
2020-02-20,567.5,573.63,567.28,569.25,569.25,0
2020-02-21,570.15,574.6,564.79,572.0,572.0,0
2020-02-24,572.13,575.0,568.75,569.0,569.0,0
2020-02-25,572.5,572.91,570.1,567.0,567.0,0
2020-02-26,571.2,572.38,567.16,564.0,564.0,0
2020-02-27,568.0,571.81,567.34,566.65,566.65,0
2020-02-28,569.87,571.51,567.52,570.52,570.52,0
2020-03-02,568.9,573.16,568.45,569.5,569.5,0
2020-03-03,572.25,573.91,568.47,569.3,569.3,0
2020-03-04,572.15,574.19,568.34,570.95,570.95,0
2020-03-05,572.97,574.97,570.52,570.95,570.95,0
2020-03-06,572.67,574.03,568.24,565.0,565.0,0
2020-03-09,572.76,572.76,567.83,566.0,566.0,0
2020-03-10,569.59,570.1,567.21,565.5,565.5,0
2020-03-11,568.96,571.49,565.78,563.0,563.0,0
2020-03-12,566.74,567.78,563.71,562.55,562.55,0
2020-03-13,566.52,566.68,563.88,566.24,566.24,0
2020-03-16,565.28,567.23,561.32,562.3,562.3,0
2020-03-17,563.72,569.0,562.06,559.0,559.0,0
2020-03-18,563.0,567.45,562.09,561.0,561.0,0
2020-03-19,564.0,569.77,563.16,564.0,564.0,0
2020-03-20,565.5,567.9,564.5,564.0,564.0,0
